Demand
19997.0
19251.0
18104.0
17090.0
16531.0
16180.0
16229.0
16512.0
16511.0
16890.0
18153.0
19232.0
19745.0
20358.0
20532.0
19693.0
19500.0
20269.0
22544.0
23594.0
24416.0
24588.0
23403.0
21497.0
19932.0
18538.0
17653.0
17227.0
17209.0
17828.0
20015.0
22493.0
24364.0
25797.0
26894.0
27160.0
27244.0
27648.0
27618.0
26977.0
26800.0
26899.0
28084.0
28691.0
29394.0
28977.0
26833.0
24393.0
22789.0
21188.0
20142.0
19668.0
19563.0
20217.0
22758.0
25882.0
27877.0
29565.0
29646.0
29286.0
28899.0
28828.0
28319.0
27664.0
27729.0
28537.0
30216.0
31099.0
31527.0
31055.0
28496.0
25861.0
23893.0
22194.0
21123.0
20600.0
20545.0
21108.0
23481.0
26550.0
28789.0
30096.0
30200.0
29575.0
29248.0
29226.0
28780.0
27954.0
28000.0
28729.0
30406.0
31008.0
31626.0
31195.0
28659.0
26147.0
24356.0
22652.0
21456.0
20896.0
20784.0
21353.0
23496.0
26589.0
28779.0
30034.0
30082.0
29439.0
28821.0
28603.0
27985.0
27284.0
27239.0
27524.0
28578.0
28623.0
28796.0
28566.0
26832.0
24923.0
23215.0
21625.0
20245.0
19507.0
19015.0
19025.0
19447.0
20457.0
20912.0
22099.0
23132.0
23339.0
23148.0
23227.0
22882.0
21869.0
21769.0
22809.0
24947.0
26111.0
26755.0
26979.0
25832.0
24008.0
22584.0
21063.0
19973.0
19345.0
19104.0
19310.0
20265.0
21673.0
22938.0
24593.0
25946.0
26227.0
26283.0
26917.0
27131.0
26233.0
25920.0
26533.0
28239.0
29079.0
29575.0
29281.0
27130.0
25007.0
23332.0
21603.0
20392.0
19601.0
19178.0
19268.0
19648.0
20361.0
20950.0
22695.0
24758.0
25847.0
26491.0
27377.0
27316.0
25978.0
25281.0
25546.0
27443.0
28522.0
29241.0
28793.0
26763.0
24237.0
22356.0
20913.0
20006.0
19642.0
19631.0
20532.0
23743.0
28295.0
30811.0
31105.0
31052.0
30542.0
30296.0
30308.0
29907.0
29479.0
29464.0
30074.0
31657.0
32855.0
33461.0
32574.0
29430.0
26483.0
24670.0
22981.0
22073.0
21708.0
21739.0
22431.0
25358.0
29776.0
32149.0
32544.0
32267.0
31626.0
31121.0
30803.0
30112.0
29729.0
29890.0
30503.0
32250.0
33601.0
34173.0
33258.0
30097.0
26998.0
25056.0
23577.0
22515.0
22055.0
21952.0
22667.0
25512.0
29945.0
32078.0
32536.0
32570.0
32170.0
32133.0
32031.0
31618.0
31057.0
30710.0
31042.0
32415.0
33525.0
34059.0
33114.0
29878.0
26939.0
25353.0
23859.0
22813.0
22239.0
22329.0
23002.0
25813.0
30198.0
32534.0
32508.0
32447.0
31756.0
31219.0
30949.0
30308.0
30057.0
30269.0
31331.0
33208.0
34063.0
34671.0
33647.0
30455.0
27396.0
25689.0
24089.0
23027.0
22571.0
22521.0
23211.0
25980.0
30356.0
32540.0
32874.0
32911.0
32334.0
31606.0
31231.0
30419.0
29755.0
29653.0
30301.0
32166.0
33150.0
33413.0
32682.0
30146.0
27580.0
26163.0
24590.0
23302.0
22549.0
22063.0
21996.0
22574.0
23999.0
25566.0
27543.0
28184.0
27874.0
27457.0
27358.0
26993.0
25927.0
25750.0
26426.0
28366.0
29608.0
30025.0
29692.0
27700.0
25572.0
23740.0
21988.0
20743.0
20097.0
19816.0
19717.0
20092.0
20782.0
21566.0
23322.0
24969.0
25453.0
25427.0
25844.0
26025.0
25057.0
24600.0
25014.0
27283.0
29016.0
30083.0
29567.0
27814.0
25290.0
23377.0
22020.0
21180.0
20837.0
20941.0
21899.0
25438.0
30335.0
33031.0
33788.0
34204.0
33882.0
33717.0
33862.0
33427.0
32998.0
32779.0
33076.0
34261.0
35308.0
35699.0
34402.0
30981.0
27728.0
25810.0
24323.0
23333.0
22867.0
22769.0
23464.0
26251.0
30500.0
32603.0
33309.0
33242.0
32827.0
32802.0
32692.0
32075.0
31480.0
31736.0
32452.0
33953.0
35471.0
35938.0
34779.0
31328.0
28061.0
26283.0
24667.0
23478.0
23152.0
23124.0
23884.0
26853.0
31536.0
33955.0
34458.0
34264.0
33560.0
33544.0
33638.0
32984.0
32327.0
32366.0
32764.0
34758.0
36276.0
36808.0
35468.0
32085.0
28842.0
26934.0
25192.0
24008.0
23673.0
23634.0
24315.0
27132.0
31629.0
34152.0
34586.0
34226.0
33351.0
33027.0
33071.0
32856.0
32664.0
32931.0
33744.0
35158.0
36428.0
36964.0
35655.0
32419.0
29045.0
26939.0
25289.0
24141.0
23636.0
23544.0
24180.0
26889.0
31314.0
33326.0
33617.0
33180.0
32601.0
32211.0
32001.0
31416.0
30975.0
30905.0
31421.0
32838.0
33878.0
34088.0
32964.0
30286.0
27796.0
26404.0
24629.0
23254.0
22535.0
22120.0
22097.0
22633.0
24097.0
25639.0
27652.0
28718.0
28471.0
27980.0
28047.0
27849.0
26996.0
26634.0
27059.0
28736.0
30477.0
31097.0
30814.0
28802.0
26704.0
24793.0
22964.0
21775.0
21008.0
20660.0
20636.0
21042.0
21980.0
22760.0
24485.0
25687.0
25897.0
25661.0
26076.0
26212.0
25474.0
25262.0
26052.0
28559.0
30793.0
31906.0
31789.0
29831.0
27036.0
24841.0
23187.0
22194.0
21749.0
21765.0
22684.0
26322.0
31395.0
34311.0
34928.0
34589.0
33936.0
33484.0
33433.0
33074.0
32718.0
32816.0
33604.0
35579.0
37530.0
38186.0
36785.0
33009.0
29469.0
27360.0
25465.0
24302.0
23737.0
23713.0
24493.0
27531.0
32514.0
35434.0
36173.0
36276.0
35982.0
35774.0
35835.0
35362.0
34741.0
34686.0
35281.0
36976.0
38594.0
38831.0
37504.0
33802.0
29716.0
27517.0
25542.0
24475.0
23965.0
23912.0
24602.0
27672.0
32670.0
35429.0
36104.0
35801.0
34939.0
34337.0
34090.0
33632.0
33256.0
33356.0
33969.0
35691.0
37724.0
38484.0
37107.0
33557.0
29989.0
27649.0
25719.0
24592.0
24084.0
24018.0
24654.0
27829.0
32803.0
35431.0
35934.0
35572.0
34993.0
34610.0
34558.0
34307.0
33811.0
34046.0
34788.0
36175.0
37915.0
38569.0
37312.0
33900.0
30310.0
28010.0
25967.0
24677.0
24191.0
24143.0
24762.0
27939.0
32871.0
35354.0
35520.0
35008.0
34091.0
33443.0
33191.0
33090.0
32704.0
32844.0
33396.0
34851.0
36700.0
36987.0
36024.0
32996.0
29998.0
27950.0
25794.0
24227.0
23383.0
22953.0
22875.0
23528.0
25253.0
26951.0
29243.0
30448.0
30027.0
29351.0
29371.0
29192.0
28540.0
28308.0
28657.0
30561.0
32547.0
33291.0
32944.0
30758.0
28365.0
25978.0
23904.0
22447.0
21607.0
21250.0
21283.0
21747.0
22655.0
23409.0
25448.0
26968.0
27255.0
27194.0
27677.0
27774.0
26987.0
26600.0
27287.0
29431.0
32042.0
33314.0
33176.0
30950.0
28013.0
25366.0
23616.0
22668.0
22284.0
22378.0
23279.0
26882.0
32099.0
34902.0
35595.0
35374.0
34404.0
33855.0
33559.0
32994.0
32421.0
32520.0
33462.0
35183.0
37040.0
38018.0
37033.0
33417.0
29795.0
27504.0
25536.0
24410.0
23889.0
23901.0
24630.0
27778.0
32672.0
35449.0
35859.0
35143.0
34122.0
33349.0
33037.0
32402.0
31989.0
32110.0
32749.0
34578.0
37051.0
38187.0
37155.0
33656.0
29866.0
27686.0
25723.0
24554.0
24042.0
23956.0
24704.0
27831.0
32818.0
35449.0
35680.0
34871.0
33534.0
32970.0
32581.0
32185.0
31826.0
31960.0
32715.0
34471.0
36862.0
37816.0
36723.0
33497.0
29921.0
27709.0
25708.0
24478.0
23927.0
23961.0
24615.0
27770.0
32642.0
35234.0
35518.0
34687.0
33331.0
32668.0
32319.0
31972.0
31482.0
31456.0
32054.0
33776.0
36162.0
37146.0
36333.0
33174.0
29646.0
27394.0
25397.0
24284.0
23752.0
23754.0
24452.0
27537.0
32522.0
34832.0
35068.0
34354.0
33142.0
32383.0
31745.0
31090.0
30560.0
30406.0
30923.0
32347.0
34450.0
35060.0
34272.0
31651.0
29024.0
27122.0
25146.0
23733.0
22899.0
22422.0
22252.0
23008.0
24559.0
26050.0
27940.0
28657.0
28127.0
27433.0
27177.0
26636.0
25882.0
25474.0
25967.0
27896.0
30158.0
31221.0
30980.0
28977.0
26654.0
24537.0
22723.0
21414.0
20703.0
20316.0
20306.0
20835.0
21791.0
22342.0
23938.0
24947.0
24949.0
24650.0
24812.0
24849.0
24052.0
23790.0
24388.0
26671.0
29715.0
31046.0
30859.0
28715.0
26070.0
23887.0
22270.0
21547.0
21128.0
21235.0
22126.0
25740.0
30794.0
33311.0
33947.0
33831.0
33390.0
33369.0
33533.0
32910.0
32416.0
32466.0
32934.0
34324.0
36507.0
37212.0
35939.0
32327.0
28785.0
26814.0
25082.0
24020.0
23622.0
23544.0
24164.0
27226.0
32137.0
34634.0
35508.0
35868.0
35647.0
35477.0
35688.0
35224.0
34599.0
34344.0
34405.0
35373.0
37213.0
37701.0
36330.0
32741.0
29098.0
26965.0
25032.0
23928.0
23579.0
23529.0
24291.0
27407.0
32091.0
34440.0
35282.0
35224.0
34877.0
34709.0
34916.0
34666.0
34311.0
34094.0
34125.0
34884.0
36946.0
37623.0
36322.0
32774.0
29235.0
27269.0
25540.0
24353.0
23845.0
23790.0
24547.0
27570.0
32408.0
34445.0
34987.0
34692.0
34075.0
33851.0
33641.0
32949.0
32552.0
32462.0
32819.0
33722.0
36247.0
37071.0
35905.0
32593.0
29227.0
27317.0
25642.0
24532.0
24020.0
23999.0
24856.0
27945.0
32611.0
34923.0
35232.0
35023.0
34484.0
33766.0
33368.0
32648.0
32009.0
32072.0
32404.0
33435.0
35506.0
35983.0
35002.0
31962.0
29142.0
27178.0
25218.0
23819.0
22961.0
22611.0
22602.0
23316.0
24822.0
26350.0
28637.0
29832.0
29774.0
29123.0
28901.0
28416.0
27563.0
27156.0
27297.0
28644.0
30930.0
31937.0
31655.0
29456.0
27216.0
25209.0
23337.0
21999.0
21325.0
21005.0
20945.0
21482.0
22242.0
22865.0
24776.0
26218.0
26613.0
26337.0
26576.0
26614.0
25655.0
25223.0
25533.0
27232.0
30226.0
31730.0
31536.0
29490.0
26941.0
24507.0
22818.0
22002.0
21650.0
21704.0
22790.0
26404.0
31512.0
33973.0
34486.0
34235.0
33629.0
33001.0
32542.0
31856.0
31417.0
31219.0
31671.0
32698.0
35362.0
36188.0
35220.0
31853.0
28470.0
26313.0
24709.0
23732.0
23264.0
23243.0
23968.0
26925.0
31707.0
33679.0
34363.0
34239.0
33696.0
33334.0
32951.0
32316.0
32014.0
31808.0
32049.0
32840.0
35266.0
36247.0
35118.0
31830.0
28370.0
26343.0
24603.0
23604.0
23119.0
23132.0
23863.0
26943.0
31483.0
33510.0
33942.0
33650.0
32878.0
32150.0
31908.0
31363.0
30923.0
30983.0
31380.0
32346.0
34736.0
35765.0
34731.0
31582.0
28231.0
26415.0
24633.0
23622.0
23350.0
23405.0
24034.0
27110.0
31574.0
33409.0
33149.0
32837.0
32034.0
31510.0
31113.0
30660.0
30303.0
30391.0
30605.0
31549.0
34259.0
35125.0
34281.0
31399.0
28283.0
26254.0
24574.0
23471.0
23113.0
23078.0
23784.0
26775.0
31215.0
33022.0
33447.0
32847.0
32025.0
31373.0
31030.0
30291.0
29577.0
29455.0
29909.0
30873.0
33136.0
33606.0
32584.0
29970.0
27440.0
25921.0
24128.0
22867.0
22127.0
21776.0
21713.0
22405.0
23675.0
24984.0
26961.0
28114.0
27814.0
27442.0
27361.0
26937.0
25911.0
25459.0
25458.0
26385.0
28559.0
29454.0
29297.0
27418.0
25399.0
23673.0
22115.0
20891.0
20203.0
19912.0
19960.0
20469.0
21106.0
21593.0
23262.0
24495.0
24555.0
24444.0
24402.0
24374.0
23351.0
23152.0
23393.0
24661.0
27531.0
28940.0
28898.0
27277.0
24917.0
23087.0
21713.0
20896.0
20548.0
20627.0
21508.0
24766.0
29022.0
30652.0
31362.0
31178.0
30564.0
30049.0
29842.0
29346.0
28868.0
28693.0
28944.0
29714.0
32064.0
33076.0
32320.0
29385.0
26426.0
24900.0
23416.0
22331.0
22151.0
22190.0
22639.0
25364.0
29373.0
31032.0
31561.0
31713.0
31114.0
30486.0
30161.0
29608.0
29143.0
28847.0
29164.0
29945.0
32539.0
33627.0
32493.0
29469.0
26589.0
25051.0
23595.0
22551.0
22205.0
22201.0
22893.0
25766.0
29821.0
31252.0
31575.0
30948.0
30248.0
29707.0
29710.0
29290.0
29128.0
29087.0
29425.0
30195.0
32632.0
33726.0
32871.0
29821.0
26825.0
25232.0
23667.0
22849.0
22463.0
22482.0
22997.0
